#OTUID	KOSMOS.D1.M1BS	KOSMOS.D1.MPBS	KOSMOS.D15.M1AS	KOSMOS.D15.MPAS	KOSMOS.D24.M1A	KOSMOS.D24.MPAS	KOSMOS.D32.M1AS	KOSMOS.D32.MPAS	KOSMOS.D36.M1AS	KOSMOS.D36.MPAS	KOSMOS.D42.M1AS	KOSMOS.D42.MPAS	KOSMOS.D48.M1AS	KOSMOS.D48.MPAS	KOSMOS.D8.M1AS	KOSMOS.D8.MPAS
D_3__Corynebacteriales_D_4__Mycobacteriaceae$32945b5fcf29e2fd9177910d33f027f9	0	0	0	0	0	4	0	25	5	23	0	63	0	10	0	0
D_3__Flavobacteriales_D_4__Cryomorphaceae$34452b71dbd8ec3bab52298db8ab38a7	32	67	0	0	0	42	0	0	0	0	0	13	0	0	4	0
b94332e579bd5a787119c451495a7d08$Unassigned	0	0	8	0	0	0	0	0	0	0	0	141	0	14	0	0
D_3__Pedosphaerales_D_4__Pedosphaeraceae$2dc4b31486dd2a721481a5d8bcb69d5f	0	9	0	0	37	28	0	0	0	26	0	0	0	36	0	26
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$478b79d038fd06a1d44fa96d2dd99310	6	3	24	15	15	0	0	0	0	0	0	0	5	0	45	15
D_3__Rickettsiales_D_4__Rickettsiaceae$5442bb5e56eb51870fab71014d342c37	27	15	0	0	4	12	0	0	0	0	0	0	0	0	104	0
D_3__Rhizobiales_D_4__Devosiaceae$8fb016e6932c5a4e7164fb875a0e4fd1	0	0	0	0	10	0	92	0	10	20	0	30	0	0	0	0
D_3__Francisellales_D_4__Francisellaceae$ed92d4b3a6a13d86beff20d4e030bc4a	0	0	0	55	4	0	0	0	0	0	0	0	0	0	0	67
D_3__Flavobacteriales_D_4__Flavobacteriaceae$17f7f84252140378bfff2ab9ec255406	0	0	0	0	0	0	0	0	0	0	0	0	0	45	116	0
D_3__SAR11_clade_D_4__Clade_II$6014485f48e8dec8495bf7054be965dd	0	0	0	0	0	0	0	55	0	0	0	71	0	35	0	0
D_3__Clostridiales_D_4__Family_XII$a47c811a8ccf1621949e8141b282e199	0	0	0	0	0	0	96	0	47	0	0	0	5	0	0	0
D_3__SAR11_clade_D_4__Clade_I$fdfb4390c22313935b1aac43900cf89c	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0
D_3__Verrucomicrobiales_D_4__Rubritaleaceae$1048002c1c5a3271dec98fa6ee4605c7	0	0	0	0	105	0	0	0	0	0	0	55	0	0	0	0
D_3__Puniceispirillales_D_4__SAR116_clade$861e0b839f3e535d95297eba3c2a9dc5	0	0	74	0	0	0	0	0	0	0	0	15	0	0	71	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$fc34cfb525dfcf553dd352eca67ba252	0	0	0	7	0	5	0	54	0	23	0	27	0	39	0	0
D_3__Rhizobiales_D_4__Rhizobiaceae$76b8ca4e48d0df5176b3c2efceadf54c	0	0	4	2	0	27	104	0	5	0	0	13	4	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$fc588bb139638d3648944f5225ba3916	27	0	0	0	0	21	0	13	0	0	0	34	0	52	0	12
08790ad351b53462c9bf0d812ceba5e2$Unassigned	0	0	0	0	0	0	8	0	13	0	0	0	137	0	0	0
D_3__Flavobacteriales_D_4__Cryomorphaceae$0ebfb090df26561c3222a1fe68d4035a	0	0	132	0	0	0	0	0	0	0	0	0	0	0	26	0
D_3__Chitinophagales_D_4__Saprospiraceae$59194df3049baf62da2c3e85dc616d03	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	30
D_3__Rhodobacterales_D_4__Rhodobacteraceae$87878f3cd6221bfa198e9d70e8d4fc83	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Francisellales_D_4__Francisellaceae$d62efc4e7cc0c4fbe31509aa63ed368a	5	0	0	11	0	77	0	12	0	0	0	18	0	35	0	0
D_3__Microtrichales_D_4__Microtrichaceae$244022ec99eb18b742c7d0af527f04c8	0	0	0	12	0	0	0	7	0	13	0	92	0	29	0	4
D_3__Puniceispirillales_D_4__SAR116_clade$5e2ed67ce37968ec891a5de56de50209	42	0	8	27	0	42	0	12	0	17	0	7	0	2	0	0
D_3__Candidatus_Uhrbacteria_D_4__Candidatus_Uhrbacteria_bacterium_GW2011_GWF2_46_218$a660084f84a5ae7c4de62183c2dab35c	0	0	0	0	27	0	80	5	24	0	0	0	19	0	0	0
D_3__Puniceispirillales_D_4__SAR116_clade$b596e9b8e813e7e018b6edf9dd4eb525	0	0	63	29	0	0	0	0	0	0	0	0	0	0	65	0
D_3__Babeliales_D_4__Babeliaceae$b66c552a290a964577088959c526ceee	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Caulobacterales_D_4__Parvularculaceae$ee05c554efea2ad92e8b0aca916118f7	0	0	9	4	0	0	121	0	0	0	0	10	0	13	0	0
D_3__Coxiellales_D_4__Coxiellaceae$fe27a3e08ac17b523ca629c92d2bd691	40	15	0	27	0	17	0	10	0	0	0	10	0	34	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$234b43f6ad96eada2f4175e2c5db5d04	0	0	0	0	0	0	42	0	70	0	0	0	0	0	0	0
D_3__Oceanospirillales_D_4__Nitrincolaceae$4eb1296be453aef2e6b68ad35b7df2ee	0	0	25	0	0	54	0	0	0	0	0	0	0	0	77	0
D_3__Rhodospirillales_D_4__Magnetospiraceae$d5677a297b393e859a9cb9ed220cf2f7	64	31	0	0	23	11	0	0	0	0	0	0	0	0	0	27
D_3__Rhodobacterales_D_4__Rhodobacteraceae$d65b51cc532ff007b053d2c455e45c87	0	0	0	0	0	0	24	0	33	0	0	0	99	0	0	0
d7daa71903d58263e5be8267d961f8df$Unassigned	0	0	0	0	136	0	0	0	0	0	0	20	0	0	0	0
D_3__Cellvibrionales_D_4__Halieaceae$4aa0738bf69410570784dbe9787632aa	0	0	0	43	0	70	0	0	0	0	0	19	0	0	0	23
D_3__Pseudomonadales_D_4__Pseudomonadaceae$9657e39f993955b12d8c533e27aa50c7	0	0	0	0	0	0	0	0	6	0	0	8	0	3	8	3
D_3__SAR202_clade$ca66d34b65420d17d75a5fe2b4849671	0	0	0	4	0	0	0	92	0	23	0	25	0	11	0	0
D_3__Flavobacteriales_D_4__NS7_marine_group$d5f519b9afbc15c0e8e31c223ce7452a	12	5	0	0	0	0	0	11	0	0	0	21	0	9	0	47
D_3__Salinisphaerales_D_4__Solimonadaceae$0e65ac36d1a8b9915f2b259d082d3221	0	0	0	0	0	0	0	0	0	0	0	0	104	50	0	0
D_3__Rickettsiales_D_4__Midichloriaceae$308b1870e1c76357aa8c390ae928db20	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
D_3__Micavibrionales_D_4__uncultured$4ebc74bbb8ff235f29f8180dbd84f9c1	0	0	0	0	0	0	45	2	8	6	24	53	0	16	0	0
D_3__Caulobacterales_D_4__Caulobacteraceae$648403fdf68f0a9b526c8651ea954366	0	0	11	0	0	7	0	10	8	0	7	22	23	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$95bdd27aa8d48210bd18fe0d6315b26d	0	0	0	0	8	0	16	16	64	16	0	34	0	0	0	0
D_3__Oceanospirillales_D_4__Pseudohongiellaceae$4fdab75b25d5e3d626addfe0cdda6df6	10	20	0	21	0	26	0	15	0	21	0	0	0	0	0	34
D_3__Desulfobacterales_D_4__Desulfobacteraceae$334fcadc5987cfd1a3f895ceb7cabbbb	0	0	0	0	0	0	69	0	83	0	0	0	0	0	0	0
D_3__uncultured$95fe6f3f81066ade2df47488cddfe6a8	33	0	0	0	26	5	9	20	0	13	0	0	0	8	0	23
d44075a3b5db86b4fc99a884376068a7$Unassigned	0	0	5	0	10	0	84	0	0	0	0	26	0	9	14	0
D_3__Clostridiales_D_4__Lachnospiraceae$fd64f8ecefe1e1a85a20493bafb39a9e	0	0	0	0	0	0	78	0	56	0	12	0	6	0	0	0
D_3__Corynebacteriales_D_4__Nocardiaceae$ff2c51a69bbd166e2d89d4d337d48c71	0	0	0	0	0	12	0	72	0	11	19	20	6	12	0	0
e24a94376139eddc3ad62d94485c1f54$Unassigned	11	0	4	0	0	0	0	0	0	0	0	0	2	0	29	3
D_3__SAR11_clade_D_4__Clade_I$afa3f8ea331722fe4439ad181dd7c7b3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47
D_3__Flavobacteriales_D_4__Flavobacteriaceae$82999152969df16a588cd2145ac75b54	0	0	0	0	0	0	0	0	0	7	0	0	0	39	103	0
D_3__Campylobacterales_D_4__Arcobacteraceae$ae33f160231a078c2a42c37523fdfd15	45	13	0	69	0	0	0	0	0	0	0	12	0	10	0	0
bdba08511ce962ca232297daaca27639$Unassigned	7	10	0	79	0	28	0	0	0	0	0	0	0	12	0	8
D_3__WCHB1-41_D_4__uncultured_organism$10ab007e9c34a6a7b766328ad18a0061	0	0	14	0	0	0	0	3	0	0	0	0	0	0	0	20
D_3__Flavobacteriales_D_4__Cryomorphaceae$422144ea7d42935e0d74ac8fe6217881	0	0	0	0	0	0	0	52	0	0	0	60	0	29	0	0
$529580eae35fd9c7da1c7f8010011fb0	0	0	0	0	0	0	0	34	0	19	0	57	0	38	0	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$e935c469657ce736072dc7163b0c9419	0	0	0	0	0	0	0	0	0	0	0	16	0	132	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$eee79475b6eaf0567c591ca8b4c2ac70	0	0	0	0	0	8	0	75	0	19	0	35	0	0	0	11
D_3__Phycisphaerales_D_4__Phycisphaeraceae$0099b5b7d818bd508edfd1d3b10434cd	0	0	0	0	0	0	0	0	0	0	0	8	0	7	0	21
D_3__Flavobacteriales_D_4__NS9_marine_group$07cc730410a9ef6f0bfe007dd6af874f	0	0	0	0	0	0	31	0	0	0	0	0	116	0	0	0
D_3__Actinomarinales_D_4__Actinomarinaceae$65e49f85abb800a9b36daa3ade0b8290	32	30	0	34	15	0	0	0	0	0	0	0	0	0	0	36
D_3__Flavobacteriales_D_4__Cryomorphaceae$8da2134472c0fe3419f72f3c437da1af	0	0	0	24	5	0	0	39	0	0	0	79	0	0	0	0
fc00c651fc0857bfb879543dcb540343$Unassigned	0	0	0	0	0	43	0	93	0	0	0	0	0	0	11	0
D_3__Rickettsiales_D_4__Rickettsiaceae$42204ef7e3bcb41c5e5ab62558c5fecf	0	0	19	0	0	0	0	7	0	0	0	0	0	0	0	20
$ec498d031fe76590a00aae484424de22	0	27	17	26	0	0	0	50	0	0	0	0	0	0	0	0
D_3__SAR202_clade$226e942d82c1ce00956256e88b23565b	0	10	0	0	0	0	0	23	0	0	0	0	0	0	0	14
D_3__Betaproteobacteriales_D_4__Gallionellaceae$2b120f58f06247952e555a9c0a2b7ed7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$6bba12f95b035945f5f304d0f7a1e05b	6	11	7	9	0	22	0	24	0	0	0	15	0	27	0	5
D_3__Rhodobacterales_D_4__Rhodobacteraceae$7af9dad36da57e58ee92e137c54067bf	4	7	9	34	3	35	0	13	0	0	0	11	0	9	0	19
D_3__Flavobacteriales_D_4__Flavobacteriaceae$b2294db096fe5cf0e35257c81773adf3	0	0	0	0	0	0	107	0	0	0	0	29	0	8	0	0
D_3__Erysipelotrichales_D_4__Erysipelotrichaceae$b5bfbb68720e7884d85d54a1ccf57d1a	0	0	0	0	0	0	96	0	11	0	3	0	0	0	0	0
D_3__Puniceispirillales_D_4__SAR116_clade$2cc3fa1d32658fa9e958b6e6f6cdb1f9	10	13	56	4	32	0	9	0	0	0	0	0	0	0	9	0
D_3__Rhodospirillales_D_4__Magnetospiraceae$3193a4947ad2745ca6b07007908b975a	0	0	0	0	5	0	0	35	0	0	0	13	0	17	0	13
49addf0f02a193e5d700af73e27c8d53$Unassigned	0	0	0	35	0	44	0	58	0	4	0	2	0	0	0	0
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$52292d6adf7096e04da002328d7abdad	0	0	0	54	0	0	0	0	0	0	0	8	0	15	0	0
D_3__SAR11_clade_D_4__Clade_II$5391a0103f312c1f984828b73622ae9d	0	0	0	0	0	0	58	0	37	0	0	0	48	0	0	0
5a4b45c1308a9db55b47fa5934cc5cf9$Unassigned	5	8	0	98	0	5	0	0	0	0	0	0	0	0	0	12
D_3__MBAE14_D_4__uncultured_bacterium$61b7585be381be48d0b9a0aea1c97d67	0	0	0	0	14	0	52	0	52	0	9	0	16	0	0	0
bf794677c74c9b3c1d8627c7727c3723$Unassigned	53	58	0	2	0	9	0	0	0	0	0	0	0	0	0	21
D_3__Cellvibrionales_D_4__Spongiibacteraceae$cc2271fe259ca9cc8311597932c53698	0	0	0	0	0	0	0	32	0	0	0	0	0	0	33	0
D_3__Rickettsiales_D_4__Rickettsiaceae$d849315660375b2e51f871dbd39b7d36	0	0	70	14	0	0	0	31	0	0	0	22	6	0	0	0
e01bd64f0f6d89ca69b4e91fa19f89e0$Unassigned	0	12	0	35	0	0	0	0	0	0	0	0	0	19	19	58
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$08c73395b0c066a453312d0f3ecc2ba5	58	17	6	23	0	8	0	0	0	0	0	11	0	3	13	0
D_3__Coxiellales_D_4__Coxiellaceae$224772cd542ef953d76706fbb53a005b	0	0	0	13	0	28	0	16	0	25	0	10	0	40	0	10
D_3__uncultured_bacterium_D_4__uncultured_bacterium$4430d50267f5de13af150d6d414b033b	0	2	57	0	12	0	0	0	0	0	0	0	0	3	0	9
D_3__Rhodobacterales_D_4__Rhodobacteraceae$1f3e2bb825877d4ab8991b2d4f8aa262	0	0	0	0	0	11	0	36	0	16	0	78	0	0	0	0
D_3__Flavobacteriales_D_4__Cryomorphaceae$35068b5cd338ed9416b6eba546081136	30	30	0	0	4	0	0	0	0	26	0	0	0	0	0	51
D_3__Flavobacteriales_D_4__Flavobacteriaceae$3572a409e4a2709fef9441ee085dd811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
D_3__Puniceispirillales_D_4__SAR116_clade$ad31899a3bbdc676884c2ef83ac21799	0	0	23	0	100	0	0	18	0	0	0	0	0	0	0	0
D_3__Oceanospirillales_D_4__Pseudohongiellaceae$caf25b5a763a3b56ef22a764c0a7ee31	6	6	0	8	0	6	0	76	0	0	0	0	0	8	0	8
D_3__Sphingomonadales_D_4__Sphingomonadaceae$d31dd95962db2e16536281bce1cfb8d0	0	0	5	0	7	19	0	64	0	0	5	15	11	15	0	0
D_3__Sphingobacteriales_D_4__NS11-12_marine_group$2a93cd1dab09fce755a325de3b81dcd9	48	71	0	0	0	0	0	0	0	0	0	0	0	0	0	21
D_3__Cellvibrionales_D_4__Porticoccaceae$3a0e6f1d48ab303c8ca5382845760fdb	0	0	0	0	0	49	0	0	0	0	0	0	0	0	91	0
D_3__SAR11_clade_D_4__Clade_I$85807695ae972449b3df5f17c69effb3	0	0	0	13	0	0	0	29	0	0	0	29	0	12	0	16
D_3__Rhodobacterales_D_4__Rhodobacteraceae$8790fa0212f99a8a9e63686e73e16b58	0	0	0	0	0	0	0	7	0	0	0	25	0	49	4	7
D_3__Flavobacteriales_D_4__Flavobacteriaceae$e5d175a8ee8d026353ae8c050b444461	7	17	0	37	0	8	0	0	0	0	0	37	0	19	0	15
D_3__Desulfobacterales_D_4__Desulfobacteraceae$57ada4becce9ab869d6556428cfd0899	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
D_3__Microtrichales_D_4__Microtrichaceae$f0553a9c592bac230fe3a1e7c0fcbf43	0	0	0	2	0	0	0	0	0	6	0	0	0	13	0	21
e0453b283583cbae117285ea50a83535$Unassigned	11	3	88	2	17	5	0	0	0	0	0	2	0	0	0	10
D_3__Puniceispirillales_D_4__SAR116_clade$2bdbbd636d24a135ed910a7156bf49af	9	0	10	0	25	0	29	0	15	0	35	0	0	0	14	0
D_3__SAR11_clade_D_4__Clade_I$30cf50c5233fed96e7f0c15a02e7afca	12	20	0	11	0	0	0	44	0	0	0	24	0	7	0	19
D_3__SAR86_clade_D_4__uncultured_marine_bacterium$72acb481d771c79ef433661372085cd6	93	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$f4849ae6fb02f2c547f9b803af81b135	0	0	6	66	0	16	0	0	0	16	0	18	0	0	15	0
D_3__Flavobacteriales_D_4__Crocinitomicaceae$fdad45aa86838976f5845ca708ff440d	41	38	0	8	0	0	0	0	0	0	0	0	0	0	0	50
D_3__Rhodobacterales_D_4__Rhodobacteraceae$2009307a9e7616938e5ec4442fe1227c	0	0	14	0	0	0	0	7	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__NS7_marine_group$39df6f9248b4c1db41a6d1b2edcffc2d	8	0	63	0	0	0	0	0	0	0	0	0	0	0	65	0
4055fdae5abe9096d10e4419719538d6$Unassigned	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	4
8c74d352b4281f4f38e6d5b903fb9ea8$Unassigned	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
966c50ba3c664e983255f00fdfbace4d$Unassigned	3	2	0	0	0	22	0	0	0	2	0	38	0	69	0	0
D_3__Campylobacterales_D_4__Sulfurovaceae$a783f61822d9b96e039f72fe1a349586	0	11	0	0	0	14	0	0	0	44	0	25	0	22	0	20
D_3__Rhodobacterales_D_4__Rhodobacteraceae$5c98da7d54c3271843386f984dd88c94	0	0	0	0	22	0	44	34	25	10	0	0	0	0	0	0
D_3__Rickettsiales_D_4__AB1$b45432d0eb5d3eab1e74da37b31cceb2	0	0	0	9	0	79	0	11	0	5	0	21	0	10	0	0
D_3__SAR11_clade_D_4__Clade_II$fed884b1fddef7ef3067924ba7ad730a	0	0	0	0	0	76	0	59	0	0	0	0	0	0	0	0
D_3__Hydrogenedentiales_D_4__Hydrogenedensaceae$23b4dfe793439afb0edd1ad60071524c	13	18	7	0	2	0	0	24	0	0	0	0	0	0	0	11
53c7c668926144f90e52b47195a41535$Unassigned	0	0	0	0	0	0	123	0	11	0	0	0	0	0	0	0
D_3__SAR11_clade_D_4__Clade_I$62df6006ab477ae0921e4ec81cc08885	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
D_3__Steroidobacterales_D_4__Woeseiaceae$f09a674227e6754ae632c3fde7ee3f27	0	18	12	19	0	0	0	33	0	0	0	0	0	0	0	27
D_3__Cellvibrionales_D_4__Porticoccaceae$a541ab091dbb36074b892997a861ba04	52	17	8	5	21	9	0	0	0	0	0	0	0	0	4	17
D_3__Campylobacterales_D_4__Arcobacteraceae$db1d997e32ecd1d4a2b6d69a8ca47619	40	0	0	0	0	0	0	0	0	0	0	0	13	0	0	38
D_3__Rhizobiales_D_4__Hyphomicrobiaceae$7f4f84e256e30052a66d54d4552b3cf5	0	0	0	0	0	0	0	72	0	0	16	26	18	0	0	0
$947d2daa312c79a7a588301c51a56e18	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64
D_3__Rhodobacterales_D_4__Rhodobacteraceae$c58bc23a073f823b2004583d4d22adb7	0	0	0	0	4	0	73	0	55	0	0	0	0	0	0	0
f55a77e939fcd657339a55ba43c314a1$Unassigned	0	0	0	0	0	0	54	0	41	0	20	0	17	0	0	0
D_3__Cellvibrionales_D_4__Porticoccaceae$0395f993e51e3d417e356b3129e97e33	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	42
$14c1700b7c7cbb0423decef655eee052	0	0	0	0	0	0	0	16	0	0	0	0	0	23	0	30
D_3__Flavobacteriales_D_4__Flavobacteriaceae$1d31f9038137e868e3504a10257ecd66	0	0	24	17	74	0	0	0	16	0	0	0	0	0	0	0
$2f5dab3484edb4cc482d59b7b1a68605	0	0	0	19	0	0	0	24	0	0	0	39	0	49	0	0
D_3__Rhizobiales_D_4__Devosiaceae$b11e3b42570872ef9d3b31ca3b9240db	0	0	0	0	0	0	0	70	0	0	0	40	8	13	0	0
D_3__Aeromonadales_D_4__Aeromonadaceae$264d387621616050fa4d7e76a9793fd3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	15
D_3__Steroidobacterales_D_4__Woeseiaceae$4c01b4d8621abf9200839647f1b6884a	0	0	0	0	0	3	0	19	2	8	0	22	0	22	3	19
5366add228b9af84730deb4aaa9ecf45$Unassigned	4	0	8	0	0	40	0	8	0	0	0	0	0	0	70	0
D_3__Cellvibrionales_D_4__Halieaceae$55e3e6710c80232adc545e0fcdc02251	50	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0
D_3__SAR11_clade_D_4__Clade_I$5b21c60a58ce923c76caf0c534f28ff8	44	0	0	41	0	18	0	0	0	0	0	0	0	0	0	27
D_3__Rhizobiales_D_4__Hyphomicrobiaceae$7470365f7bdf83a3fbdde927a104a9e8	0	0	0	0	0	0	0	87	0	0	8	35	0	0	0	0
D_3__Rhizobiales_D_4__Beijerinckiaceae$9f8427f6c26671de78b1b5c2c2aa34fa	0	0	0	7	0	36	0	87	0	0	0	0	0	0	0	0
D_3__Xanthomonadales_D_4__Rhodanobacteraceae$b153177ef71108157d6c4607ea6e31ff	0	0	0	0	0	0	6	0	0	0	10	21	12	81	0	0
D_3__Coxiellales_D_4__Coxiellaceae$c7b8fdf0a05d553a0cdea77aa4976053	0	6	0	41	0	48	0	0	0	6	0	5	0	17	0	7
D_3__Campylobacterales_D_4__Arcobacteraceae$df3a2a82a491dd7aa7d22bd605f77c47	0	0	0	0	0	0	84	0	40	0	6	0	0	0	0	0
D_3__SAR11_clade_D_4__Clade_I$fe438e89a1fec40ec2978a7ad6ad6819	48	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Rhodovibrionales_D_4__Kiloniellaceae$6549c666195b5c82816c4b85f66ad08d	0	0	0	0	0	0	105	0	0	0	0	14	0	10	0	0
D_3__Microtrichales_D_4__Microtrichaceae$6c7d79422c40d33a94f1785371ad91c3	0	0	0	11	0	0	0	14	0	10	0	66	0	28	0	0
D_3__Flavobacteriales_D_4__Crocinitomicaceae$7c5ecd2526d3cac7b910c64f35ff9248	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0
D_3__Caulobacterales_D_4__Hyphomonadaceae$b2e70d0b0bc9f3f423f453ae1978b929	0	0	8	0	26	0	20	0	61	0	7	0	7	0	0	0
13d1a9289cf0490c57d3d2d52003fa9a$Unassigned	0	0	0	0	0	0	67	0	61	0	0	0	0	0	0	0
D_3__Rhizobiales_D_4__Hyphomicrobiaceae$32c8de0c85275d1f39e7f8cd5132ef8f	40	20	0	0	0	0	0	20	0	0	0	0	15	0	0	20
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$4157b2ccfe9222071d51991e0541bf33	0	0	4	0	16	0	21	0	16	0	0	0	6	0	0	0
42b723a8e4776378d3dd6c2e1299f961$42b723a8e4776378d3dd6c2e1299f961	0	0	0	0	7	0	77	0	18	0	7	0	0	0	0	0
D_3__Planctomycetales_D_4__Rubinisphaeraceae$a8e7c63a816199faaa651a79975b9e4c	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
D_3__Phycisphaerales_D_4__Phycisphaeraceae$ab6becbbb395ae29c8c6b42bb0346d07	10	0	14	0	4	14	0	31	0	17	0	0	0	16	6	16
D_3__Opitutales_D_4__Puniceicoccaceae$e22e145aa1e97b66482427c1d508cffd	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__NS9_marine_group$1efe21dfa71f10c621e942d35c5c9e4a	0	0	0	0	0	0	0	0	0	0	0	34	0	93	0	0
D_3__Planctomycetales_D_4__Gimesiaceae$293cc672c35ab2560e4581fc7416f8c0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	12
4764783b3dac8cd189c9dee120300a2c$Unassigned	0	0	0	0	0	0	29	0	27	0	4	0	67	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$4cecd0a16db794422253703109f644b2	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
D_3__SAR86_clade$c7f75732ee6d960885064f09bda477bd	12	14	0	20	0	16	0	0	0	19	0	0	0	27	0	19
D_3__Flavobacteriales_D_4__Flavobacteriaceae$17d497cbb230c4f64d7aa41fb343691f	7	0	0	0	0	0	0	62	0	11	0	32	0	14	0	0
3a6ffe1c935154b30f3be313e71057f3$Unassigned	0	0	0	0	0	47	0	12	0	0	0	0	0	28	0	39
D_3__Pseudomonadales_D_4__Pseudomonadaceae$daa076a99c2f018ea79f4865cfd5d3a8	0	0	0	0	46	80	0	0	0	0	0	0	0	0	0	0
D_3__PB19_D_4__uncultured_bacterium$35b3697928e8bb4be6796bbc65392b0c	44	0	0	16	0	0	0	0	0	0	0	0	0	0	0	31
D_3__Rhodobacterales_D_4__Rhodobacteraceae$565f303a6c9f02a4ab748d376c69f9e1	0	0	0	0	0	0	5	0	11	0	0	0	109	0	0	0
D_3__Flavobacteriales_D_4__NS7_marine_group$c46430291f2afc59c74c50350245b1b1	0	0	0	0	0	0	0	86	0	0	0	16	0	23	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$1df8e7699eb61fa4c8ca389052e940b9	0	0	23	0	0	5	0	20	0	7	0	16	14	26	0	7
D_3__MBAE14$35dae3d0870d77fc643631e0996f2d94	2	0	0	0	2	6	57	0	40	0	13	0	4	0	0	0
D_3__Pseudomonadales_D_4__Moraxellaceae$4845032472259b5944d6a99e43301e07	0	0	0	0	0	0	18	0	23	5	19	28	13	18	0	0
D_3__Cytophagales_D_4__Cyclobacteriaceae$5c4e059c54ed38e62762c84bbe55f16a	0	0	0	0	5	92	0	13	0	0	14	0	0	0	0	0
D_3__Alteromonadales_D_4__Alteromonadaceae$cb1a1402d935099b5ea188ffa8e7ab33	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$d7221312183774b9e6f86858c1ebca8b	0	0	0	0	0	0	0	0	0	0	8	0	5	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$6477a7e199f33e45cd65bae049a0b2a8	0	0	0	0	0	0	30	0	13	0	19	0	0	61	0	0
$6c04fcd9ef7acc776ca5c39133f8d128	14	7	0	15	9	20	0	18	0	16	0	0	0	15	0	6
70e77e54acb8b2cfb3fcd03306a76fc4$Unassigned	0	0	0	0	0	0	0	0	0	4	0	5	0	3	0	25
D_3__Rhodobacterales_D_4__Rhodobacteraceae$b4177efcc4e68b2cf31b412d12e0aee4	0	0	13	0	11	0	0	0	23	0	0	0	11	0	65	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$d42380a3edee406e890aa344a5ce2da5	0	0	0	0	0	0	0	0	0	20	0	0	103	0	0	0
$90a85c06d12b006624bd1300f9ff46d4	0	0	0	0	0	0	0	50	0	14	0	33	0	0	25	0
D_3__Bacteroidales_D_4__Prolixibacteraceae$d4ce6706bdb0ad9b76f889d3b835b3b7	0	0	0	9	0	0	0	10	0	0	0	0	0	0	0	0
D_3__Thiohalorhabdales_D_4__Thiohalorhabdaceae$e6af3952c5dd9e53fdabe0a3c774ab10	0	10	3	0	0	0	0	14	0	0	0	0	0	16	0	28
D_3__Opitutales_D_4__Puniceicoccaceae$ec854ad66c18f4bca4fd92b225bbc450	0	14	0	0	0	51	0	45	0	12	0	0	0	0	0	0
D_3__Rhizobiales_D_4__Rhizobiaceae$34c496bddbba91245f2eb9e2f284626f	0	0	0	5	0	0	11	32	0	0	7	30	12	24	0	0
D_3__Micrococcales_D_4__Microbacteriaceae$4b773d519e5cb35021950e0bc06b5c0f	0	0	0	0	0	0	30	0	0	0	0	49	42	0	0	0
